,index,isbn,book_title,book_author,year_of_publication,publisher,img_l,Summary,Category,Borrowed
542,542,0553585118,Once a Thief,Kay Hooper,2002,Bantam Books,http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg,"While preparing for the showing of the Bannister collection, exhibit
director Morgan West has a late-night run-in with international cat
burgler Quinn, and also experiences strong premonitions of danger as
the display opening draws closer.",Fiction,53
543,543,0553585681,Always a Thief,Kay Hooper,2003,Bantam Books,http://images.amazon.com/images/P/0553585681.01.LZZZZZZZ.jpg,"Uneasy about the forthcoming exhibition of the priceless Bannister
collection, show director Morgan West finds herself forced into an
uneasy alliance with master cat burglar Quinn, who enlists her
assistance to catch an elusive and deadly ...",Fiction,41
544,544,0684835975,We'll Meet Again,Mary Higgins Clark,1999,Simon & Schuster,http://images.amazon.com/images/P/0684835975.01.LZZZZZZZ.jpg,"When she and her best friend are entangled in a brutal crime, Julia is
falsely convicted of murder, while Frances lives as a social outcast
and Lindsey, a mutual friend of both women, is determined to prove
Julia&#39;s innocence, until fifteen ...",Fiction,50
545,545,0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon & Schuster,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg,"A top suspense writer returns with a tale of treachery and deceit in
which a sinister psychic manipulates a potential congresswoman by
claiming to be in contact with her missing husband. Lit Guild &amp;
Doubleday Main.",Fiction,73
546,546,0743212002,Deck the Halls,Mary Higgins Clark,2000,Simon & Schuster,http://images.amazon.com/images/P/0743212002.01.LZZZZZZZ.jpg,"When Regan Reilly&#39;s father is kidnapped three days before
Christmas, she investigates the disappearance with the help of her
parents&#39; neighbors, Willy and Alvirah Meehan.",Fiction,45
547,547,0743444051,CSI: Sin City,Max Allan Collins,2002,Pocket,http://images.amazon.com/images/P/0743444051.01.LZZZZZZZ.jpg,"SIN CITY &quot;If anything happens to me, get this cassette to the
police,&quot; Lynn Pierce told her friends the night she disappeared
without a trace.",Fiction,25
548,548,037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin,http://images.amazon.com/images/P/037348397X.01.LZZZZZZZ.jpg,"The Donovan Legacy by Nora Roberts released on Sep 24, 1999 is
available now for purchase.",Fiction,33
549,549,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,"A month-by-month account of the author&#39;s experience in the first
year of restoring a two-centuries old stone farmhouse in back country
Provence, France.",History,146
550,550,014143984X,Dracula (Penguin Classics),Bram Stoker,2003,Penguin Books,http://images.amazon.com/images/P/014143984X.01.LZZZZZZZ.jpg,"Presents the tale of a bizarre Carpathian count who drinks human blood
to stay alive, and the Englishman who knows his secret.",Fiction,25
551,551,0440224837,The Long Road Home,Danielle Steel,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224837.01.LZZZZZZZ.jpg,"Abuse suffered at the hands of her wealthy parents haunts the life of
a courageous writer who embarks on a redemptive pilgrimage that brings
her face to face with those who once had sought to destroy her.
Reprint.",Fiction,111
552,552,0679416781,The English Patient,MICHAEL ONDAATJE,1992,Knopf,http://images.amazon.com/images/P/0679416781.01.LZZZZZZZ.jpg,"In an Italian villa at the end of World War II, a mysterious English
patient lies nameless and burned in an upstairs room.",Fiction,211
553,553,0786889373,The Big Picture,Douglas Kennedy,1998,Warner Books (Mm),http://images.amazon.com/images/P/0786889373.01.LZZZZZZZ.jpg,It&#39;s an unbelievable change--unless you see the big picture.,Fiction,35
554,554,2070360024,"L'Etranger (Collection Folio, 2)",Albert Camus,1990,Gallimard Jeunesse,http://images.amazon.com/images/P/2070360024.01.LZZZZZZZ.jpg,Analyse : Roman psychologique (intime).,Fiction,35
555,555,0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,http://images.amazon.com/images/P/0380600129.01.LZZZZZZZ.jpg,"But when an old wooden cupboard and a special key bring the unusual
toy to life, Omri&#39;s Indian becomes his most important secret:
precious, dangerous, wonderful, and above all, magical.",Juvenile Fiction,77
556,556,082176828X,What You Wish for,Fern Michaels,2001,Zebra Books,http://images.amazon.com/images/P/082176828X.01.LZZZZZZZ.jpg,"Fleeing the abusive wealthy husband who tried to kill her, Helen Ward
changes her identity and moves across the country to build a new life
for herself, but her past may come back to haunt her as it threatens
her relationship with Sam ...",Fiction,39
557,557,0553283685,Hyperion,DAN SIMMONS,1990,Bantam,http://images.amazon.com/images/P/0553283685.01.LZZZZZZZ.jpg,"A pilgrimage to the realm of the Shrike, a part-god/part-killing
machine, provides the travellers the forum to tell their incredible
stories",Fiction,45
558,558,0312169655,Popcorn,Ben Elton,1997,Thomas Dunne Books,http://images.amazon.com/images/P/0312169655.01.LZZZZZZZ.jpg,"Bruce Delamitri, a hot young Hollywood film director, is murdered at
the peak of his career while making popular, stylish movies about
killers. 30,000 first printing.",Fiction,23
559,559,0345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345367898.01.LZZZZZZZ.jpg,"On the veranda of a great New Orleans house, now faded, a mute and
fragile woman sits rocking - and The Witching Hour begins.",Fiction,33
560,560,0449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg,"&#39; We first meet him in Italy . . . sullen and bitter. . . . But he
was not always this way, as we learn through flashbacks that tell the
story of the ill-fated trip. . . . The Sparrow tackles a difficult
subject with grace and intelligence.",Fiction,109
561,561,0553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg,"A prequel to Frank Herbert&#39;s science fiction novel,
&quot;Dune,&quot; journeys back to the planet Arrakis to visit the
extraordinary desert world decades before Paul Atreides arrives to
change the history of the universe. Dune.",Fiction,66
562,562,0385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg,"Stripped of her image and identity after a devastating car accident
and the resulting reconstructive surgery, Charlotte Swenson, a jaded
model, struggles to rebuild her life in a culture obsessed with
surface appearance.",Fiction,39
563,563,031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg,"One of the 20th Century&#39;s most beloved novels is still winning
hearts! I Capture the Castle tells the story of seventeen-year-old
Cassandra and her family, who live in not-so-genteel poverty in a
ramshackle old English castle.",Fiction,121
564,564,0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg,"But how moms and dads care for their brand-new bundles of baby joy has
changed—and now, so has the new-baby bible. Announcing the completely
revised third edition of What to Expect the First Year.",Family Relationships,89
565,565,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,"Includes information about prenatal diagnosis, exercise, nutrition,
monthly check-ups, childbirth, and recovery The best just got better.",Health Fitness,128
566,566,0345401123,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books,http://images.amazon.com/images/P/0345401123.01.LZZZZZZZ.jpg,"Records how a racist beating in a small Mississippi town ripples
through generations, changing forever the lives of everyone involved
in the incident",Fiction,22
567,567,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg,"Beck Davitch looks back on her thirty-year marriage to Joe and her
role as a mother and manager of the Open Arms, wondering if she is
living the life she was meant to live and reconsidering her dedication
to the family business.",Fiction,127
568,568,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg,"Chief medical examiner Kay Scarpetta of Richmond, Virginia,
investigates a body found in a ship&#39;s container from Europe.",Fiction,339
569,569,0515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg,"With his cats Koko and Yum Yum, newspaperman Jim Qwilleran decides to
take a vacation and becomes involved with murder",Fiction,66
570,570,0836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218256.01.LZZZZZZZ.jpg,"What we have here is no mere comic strip.... Watterson the alchemist
has conjured forth a work of subtlety, character, and depth far out of
proportion to his tender years. This book is magic.&quot; -Pat
Oliphant, from the Foreword.",Humor,31
571,571,0141180633,Vineland,Thomas Pynchon,1997,Penguin Books,http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg,"Zoyd Wheeler&#39;s old nemesis arrives in Vineland hoping to use
Zoyd&#39;s daughter as a pawn to track down Zoyd&#39;s ex-wife",Fiction,22
572,572,0786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax,http://images.amazon.com/images/P/0786887842.01.LZZZZZZZ.jpg,"In Rabbit-Proof Fence, award-wining author Doris Pilkington traces the
story of her mother, Molly, one of three young girls uprooted from
their community in Southwestern Australia and taken to the Moore River
Native Settlement.",Biography Autobiography,23
573,573,1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260312.01.LZZZZZZZ.jpg,"Professor Aronnax sets out in search of a dangerous sea monster, only
to learn that the monster is really Captain Nemo&#39;s powerful
submarine",Fiction,23
574,574,0786014210,Darkness,Sam Siciliano,2001,Kensington Publishing Corporation,http://images.amazon.com/images/P/0786014210.01.LZZZZZZZ.jpg,"In 1899 London, Dr. Andrew Quimby doesn&#39;t want to believe that
recent murders, in which the victims are drained of their blood, were
inhuman acts, but his lover harbors secrets that place them both in
danger as evil haunts the streets.",Fiction,59
575,575,0441005667,Forever Peace (Remembering Tomorrow),Joe Haldeman,1998,Ace Books,http://images.amazon.com/images/P/0441005667.01.LZZZZZZZ.jpg,"Suffering from the psychological strains of the Ngumi War, soldierboy
operator Julian Class, assisted by his lover, Dr. Amelia Harding,
makes an astonishing scientific discovery that could restore the
universe. Reprint.",Fiction,20
576,576,0312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press,http://images.amazon.com/images/P/0312965338.01.LZZZZZZZ.jpg,"Relates the gripping true story of what happened when a climbing
expedition to Mount Everest was overcome by snow, wind, and lack of
oxygen",Biography Autobiography,31
577,577,0395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,http://images.amazon.com/images/P/0395177111.01.LZZZZZZZ.jpg,"The adventures of the well-to-do hobbit, Bilbo, Baggins, who lived
happily in his comfortable home until a wandering wizard granted his
wish.",Juvenile Fiction,24
578,578,0425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188361.01.LZZZZZZZ.jpg,"The human consort of Master Vampire Jean-Claude and Micah, the leopard
shapeshifter, Anita Blake must come to Jean-Claude&#39;s assistance
when his oldest ancester sends one of her vicious and powerful
underlings to St. Louis, threatening his ...",Fiction,25
579,579,0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg,"When a research ship manned by Dirk Pitt and members of the U.S.
National Underwater and Marine Agency is nearly sunk by a vessel from
the past, Pitt finds himself caught up in an ancient mystery with
lethal ties to the present, matching ...",Fiction,103
580,580,0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg,"Veering from the ludicrous to the endearing and back again, Notes from
a Small Island is a delightfully irreverent jaunt around the
unparalleled floating nation that has produced zebra crossings,
Shakespeare, Twiggie Winkie&#39;s Farm, and ...",Travel,127
581,581,037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,http://images.amazon.com/images/P/037542217X.01.LZZZZZZZ.jpg,"Now that the No. 1 Ladies&#39; Detective Agency is firmly established,
founder Precious Ramotswe faces new challenges at home and at work--
from problems with her adopted son, to an assistant who dreams of
opening a Kalahari Typing School for ...",Fiction,26
